student_id,department,year_of_study,residence_type,record_date,sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,class_attendance_hours,break_hours,assignments_due_count,tests_upcoming_count,submission_deadline_proximity,lab_hours,project_work_hours,stress_level,mood_score,fatigue_level,motivation_score
1019,EEE,3,Day Scholar,09-02-2025,6.2,6.1,6.6,2.9,14,5.2,2.7,2,0,5,1.5,3.5,9,6.0,6,7
1019,EEE,3,Day Scholar,10-02-2025,,6.1,7.4,2.3,2,,3.4,0,1,2,1.8,3.5,6,,7,6
1019,EEE,3,Day Scholar,02/11/2025,7.5,1.8,6.0,3.8,0,3.4,0.8,1,0,9,1.4,2.7,7,5.0,6,6
1019,EEE,3,Day Scholar,02/12/2025,,1.5,7.5,3.0,38,,1.9,1,1,12,1.7,3.5,6,,5,8
1019,EEE,3,Day Scholar,2025-02-13,6.3,5.4,7.4,3.9,25,5.4,0.7,1,0,14,1.4,0.9,7,5.0,6,9
1019,EEE,3,Day Scholar,02/14/2025,4.2,7.0,6.4,2.8,51,4.8,1.2,1,3,11,1.1,3.2,10,7.0,6,6
1019,EEE,3,Day Scholar,15-02-2025,5.0,4.7,7.0,3.3,37,4.4,1.9,1,0,9,2.4,2.4,7,6.0,7,6
1019,EEE,3,Day Scholar,16-02-2025,6.1,2.9,4.3,2.0,23,3.1,3.1,5,2,9,2.4,2.6,9,8.0,6,5
1019,EEE,3,Day Scholar,17/02/2025,6.5,4.8,7.4,1.3,51,2.6,3.3,2,0,13,1.2,0.1,8,6.0,7,5
1019,EEE,3,Day Scholar,02/18/2025,7.5,0.7,3.5,2.4,30,3.4,2.5,0,1,8,2.0,2.4,7,7.0,6,6
1019,EEE,3,Day Scholar,19/02/2025,6.0,3.0,7.1,3.0,6,2.7,2.4,3,0,2,0.1,1.5,6,,5,9
1019,EEE,3,Day Scholar,2025-02-20,,4.8,6.1,4.6,0,,0.9,0,0,0,0.0,1.0,6/10,,5,8
1019,EEE,3,Day Scholar,21-02-2025,,3.9,5.8,2.3,12,,1.3,1,0,0,2.7,2.9,9,,6,5
1019,EEE,3,Day Scholar,22-02-2025,6.5,3.1,7.0,2.0,43,4.2,1.6,1,1,9,0.0,2.7,5,6.0,8,7
1019,EEE,3,Day Scholar,23/02/2025,6.9,7.9,5.8,2.8,0,3.7,2.3,1,0,0,1.3,5.3,9,1.0,7,7
1019,EEE,3,Day Scholar,02/24/2025,7.8,9.5,1.8,1.8,27,0.5,3.5,0,1,0,1.9,3.6,3,4.0,6,8
1019,EEE,3,Day Scholar,25-02-2025,7.5,3.2,6.6,1.1,50,2.8,0.7,1,1,14,0.6,3.1,6,8.0,7,6
1019,EEE,3,Day Scholar,26-02-2025,6.5,4.0,3.9,2.9,44,2.5,1.8,2,1,12,0.9,2.3,5,9.0,7,6
1019,EEE,3,Day Scholar,27-02-2025,4.6,4.6,1.6,0.2,13,2.5,3.0,3,0,5,1.7,0.5,6,6.0,8,8
1019,EEE,3,Day Scholar,02/28/2025,6.7,5.3,8.1,2.9,9,3.8,1.1,4,1,14,0.0,3.7,8,6.0,8,7
1019,EEE,3,Day Scholar,2025-03-01,5.4,4.9,3.2,3.2,0,3.0,1.1,2,3,0,2.2,0.1,9,3.0,7,5
1019,EEE,3,Day Scholar,02-03-2025,4.8,8.4,4.8,2.6,23,2.7,2.1,6,0,2,1.2,2.6,9,7.0,10,6
1019,EEE,3,Day Scholar,2025-03-03,7.8,5.6,5.6,4.9,18,3.9,1.7,4,1,12,0.6,2.2,8,6.0,9,9
1019,EEE,3,Day Scholar,03/04/2025,4.6,7.2,6.4,4.3,36,3.5,2.0,1,0,13,0.0,1.6,High,7.0,10,6
1019,EEE,3,Day Scholar,03/05/2025,,5.1,8.0,4.0,48,,2.4,3,2,1,0.1,0.1,10,,8,5
1019,EEE,3,Day Scholar,06/03/2025,8.7,5.3,5.9,4.8,22,2.5,2.5,0,1,11,0.8,3.2,8,9.0,2,4
1019,EEE,3,Day Scholar,2025-03-07,5.8,6.4,6.7,0.2,16,4.6,1.0,0,1,9,1.8,1.0,6,6.0,4,8
1019,EEE,3,Day Scholar,03/08/2025,5.1,3.3,5.2,0.9,68,0.0,1.4,1,1,5,1.6,1.1,3,8.0,6,8
1019,EEE,3,Day Scholar,09-03-2025,7.5,6.5,4.7,2.2,22,6.0,2.4,2,1,5,1.8,2.1,9,5.0,5,9
1019,EEE,3,Day Scholar,10/03/2025,4.9,5.6,7.8,3.5,19,6.0,1.7,0,0,2,0.0,3.0,6,5.0,8,9
1019,EEE,3,Day Scholar,11/03/2025,6.1,3.4,4.9,3.1,18,1.0,2.3,3,2,12,0.1,4.2,8,4.0,10,9
1019,EEE,3,Day Scholar,03/12/2025,5.6,6.0,5.6,2.3,0,2.7,0.9,2,2,10,2.1,2.5,10,4.0,7,6
1019,EEE,3,Day Scholar,03/13/2025,8.7,7.2,7.2,0.7,33,3.3,1.7,1,1,2,1.4,3.5,7,6.0,5,9
1019,EEE,3,Day Scholar,14-03-2025,6.3,5.4,3.3,3.3,16,3.5,2.2,1,0,3,3.4,3.0,8,5.0,9,8
1019,EEE,3,Day Scholar,03/15/2025,8.4,5.8,6.1,1.3,60,3.7,1.7,2,3,6,2.0,1.8,10,6.0,7,10
1019,EEE,3,Day Scholar,03/16/2025,7.2,6.9,6.0,4.2,50,4.0,1.5,2,0,11,0.0,1.5,6,7.0,7,5
1019,EEE,3,Day Scholar,17-03-2025,7.6,7.5,5.2,1.3,41,5.3,1.3,2,1,2,2.2,3.6,8,5.0,5,6
1019,EEE,3,Day Scholar,2025-03-18,7.0,4.6,9.0,4.9,52,4.3,1.7,1,0,11,1.7,2.1,10,5.0,5,8
1019,EEE,3,Day Scholar,19/03/2025,3.0,7.7,8.5,2.7,54,1.0,0.7,5,1,11,1.5,1.9,9,5.0,10,4
1019,EEE,3,Day Scholar,2025-03-20,7.2,8.5,3.8,1.0,35,3.1,4.1,1,0,13,2.0,3.6,10,6.0,6,5
1019,EEE,3,Day Scholar,03/21/2025,8.7,5.3,2.3,2.3,57,3.7,3.9,1,1,2,1.6,1.5,9,7.0,5,5
1019,EEE,3,Day Scholar,22-03-2025,6.0,6.7,7.8,4.0,48,3.6,1.0,3,3,14,1.2,0.9,10,6.0,7,6
1019,EEE,3,Day Scholar,2025-03-23,5.6,9.0,4.5,4.4,0,4.0,2.3,1,0,10,2.1,1.0,10/10,2.0,10,7
1019,EEE,3,Day Scholar,24/03/2025,7.7,5.6,5.6,0.8,5,4.2,2.6,1,3,14,2.2,3.2,9/10,3.0,7,6
1019,EEE,3,Day Scholar,03/25/2025,6.5,6.7,5.8,4.3,46,1.4,3.0,2,2,2,1.2,2.1,9,5.0,8,6
1019,EEE,3,Day Scholar,2025-03-26,8.2,7.5,4.1,3.7,40,2.7,2.4,0,1,11,1.3,2.2,6,7.0,5,3
1019,EEE,3,Day Scholar,03/27/2025,7.1,5.0,4.9,1.2,0,1.2,2.3,1,2,3,1.9,3.6,8,5.0,9,6
1019,EEE,3,Day Scholar,28-03-2025,4.7,5.4,7.0,2.7,33,2.3,1.9,1,3,5,1.6,4.2,10,7.0,9,4
1019,EEE,3,Day Scholar,2025-03-29,8.3,5.0,5.1,4.3,65,1.6,1.0,3,2,10,2.2,1.3,10,5.0,4,4
1019,EEE,3,Day Scholar,03/30/2025,7.1,5.7,4.2,1.7,34,4.3,2.3,3,0,13,0.0,2.7,9,6.0,6,5
1019,EEE,3,Day Scholar,2025-03-31,6.5,3.9,1.7,1.7,13,4.1,1.2,1,0,7,2.5,4.2,6/10,7.0,9,7
1020,MECH,3,Hosteller,01-01-2025,6.5,6.0,5.1,4.4,53,3.2,1.9,3,0,4,0.6,2.0,9,4.0,6,4
1020,MECH,3,Hosteller,2025-01-02,8.0,3.2,4.9,3.6,16,0.9,0.5,3,0,3,2.5,0.0,5,9.0,6,7
1020,MECH,3,Hosteller,01/03/2025,5.7,5.9,5.6,3.5,33,4.3,2.0,0,0,5,1.8,1.1,7,5.0,8,7
1020,MECH,3,Hosteller,2025-01-04,4.1,7.3,3.3,2.1,14,3.9,2.1,3,0,12,1.3,1.4,8,3.0,8,8
1020,MECH,3,Hosteller,2025-01-05,8.3,2.8,7.7,2.8,35,2.6,2.1,1,0,11,1.6,2.3,3,7.0,4,9
1020,MECH,3,Hosteller,06/01/2025,5.5,3.8,7.5,3.2,25,3.5,2.5,0,0,0,2.8,1.8,6,4.0,9,8
1020,MECH,3,Hosteller,07/01/2025,5.3,2.9,5.2,3.2,67,3.4,2.3,2,0,7,2.6,1.6,7/10,5.0,6,4
1020,MECH,3,Hosteller,08/01/2025,9.0,4.1,9.6,2.5,45,3.3,1.8,1,0,2,1.8,0.5,6,5.0,3,6
1020,MECH,3,Hosteller,09/01/2025,,6.5,10.2,1.0,45,,1.3,1,0,7,0.6,2.8,6,,3,8
1020,MECH,3,Hosteller,10/01/2025,7.4,3.6,1.7,1.7,16,2.1,0.2,1,1,5,1.5,2.2,7,4.0,6,7
1020,MECH,3,Hosteller,11/01/2025,4.4,3.2,5.0,2.4,34,3.1,1.3,0,1,1,1.9,2.3,7,4.0,9,6
1020,MECH,3,Hosteller,12-01-2025,5.2,6.5,4.5,2.3,7,1.7,1.2,3,1,12,3.7,3.4,9,1.0,9,6
1020,MECH,3,Hosteller,13/01/2025,5.6,2.8,4.6,4.6,52,4.2,2.4,3,0,2,0.0,0.2,6,8.0,6,8
1020,MECH,3,Hosteller,2025-01-14,7.7,6.1,4.1,3.3,15,4.4,1.8,0,0,1,2.4,4.9,6,5.0,4,5
1020,MECH,3,Hosteller,2025-01-15,7.9,5.4,6.5,3.3,44,1.2,2.6,0,0,4,1.9,0.7,7,7.0,4,7
1020,MECH,3,Hosteller,01/16/2025,5.2,5.2,7.6,2.1,45,3.1,2.5,2,0,5,0.7,2.4,7,5.0,8,5
1020,MECH,3,Hosteller,2025-01-17,8.2,5.2,7.2,2.5,35,2.8,0.3,0,1,1,2.5,5.1,7,8.0,4,5
1020,MECH,3,Hosteller,18-01-2025,5.4,5.7,4.6,1.3,42,2.6,2.1,3,1,5,0.6,0.0,10,2.0,8,5
1020,MECH,3,Hosteller,19/01/2025,3.9,4.6,9.3,2.6,22,3.5,3.5,1,1,14,2.3,2.7,6,3.0,10,6
1020,MECH,3,Hosteller,2025-01-20,6.6,4.4,6.0,1.9,17,5.2,2.2,1,0,2,1.7,1.0,6,4.0,6,7
1020,MECH,3,Hosteller,2025-01-21,6.5,3.4,8.1,3.3,14,2.9,1.9,1,2,8,1.1,1.4,9,4.0,5,7
1020,MECH,3,Hosteller,22/01/2025,7.5,2.3,6.5,2.6,32,2.9,1.5,0,4,5,1.7,1.2,7,,5,6
1020,MECH,3,Hosteller,2025-01-23,,3.9,5.5,1.2,71,,1.2,2,2,11,2.7,2.3,9,,4,6
1020,MECH,3,Hosteller,24-01-2025,4.7,4.7,8.5,3.3,36,0.5,1.1,2,2,6,1.6,2.7,7,5.0,7,5
1020,MECH,3,Hosteller,25/01/2025,6.2,6.4,6.2,3.4,32,1.8,1.8,0,1,9,1.6,2.5,10,2.0,6,4
1020,MECH,3,Hosteller,2025-01-26,6.6,1.0,6.4,2.7,18,4.2,2.0,2,1,2,1.0,4.1,8,7.0,6,9
1020,MECH,3,Hosteller,01/27/2025,6.1,4.9,7.2,2.8,2,2.1,0.7,1,1,1,2.0,0.3,6,3.0,6,5
1020,MECH,3,Hosteller,28-01-2025,6.5,5.8,7.9,2.2,24,4.0,1.7,2,0,3,1.1,0.3,10,2.0,6,7
1020,MECH,3,Hosteller,01/29/2025,6.5,4.7,6.3,6.3,17,4.7,2.2,2,1,6,0.8,3.3,10,5.0,5,7
1020,MECH,3,Hosteller,01/30/2025,7.0,3.5,9.1,3.1,18,2.8,2.5,1,2,10,0.4,1.8,8,6.0,4,6
1020,MECH,3,Hosteller,31-01-2025,8.1,3.9,3.5,2.5,18,4.3,1.5,1,0,4,0.0,0.0,10,7.0,4,7
1020,MECH,3,Hosteller,2025-02-01,6.8,4.5,4.9,1.2,20,3.7,1.8,1,1,1,2.4,2.6,10,1.0,7,8
1020,MECH,3,Hosteller,02/02/2025,7.7,5.6,7.1,3.5,20,4.6,3.2,2,0,6,0.0,1.6,6,6.0,6,10
1020,MECH,3,Hosteller,2025-02-03,7.4,4.5,2.7,2.6,16,2.0,1.5,4,1,2,1.1,2.4,10,5.0,6,7
1020,MECH,3,Hosteller,2025-02-04,6.1,4.7,9.2,3.1,10,3.0,0.1,1,2,5,1.6,3.0,10,,6,4
1020,MECH,3,Hosteller,2025-02-05,6.2,5.0,8.4,3.7,60,2.1,2.5,2,1,6,2.1,1.4,High,5.0,9,7
1020,MECH,3,Hosteller,06/02/2025,,1.7,6.2,2.9,18,,0.0,0,0,4,0.4,3.3,8,,4,7
1020,MECH,3,Hosteller,2025-02-07,,5.7,5.9,4.2,4,,2.0,0,1,3,1.2,1.3,6,,6,7
1020,MECH,3,Hosteller,08-02-2025,7.6,6.6,3.7,1.2,19,2.9,2.8,1,2,0,1.4,0.0,8,7.0,3,7
1020,MECH,3,Hosteller,02/09/2025,4.7,2.3,2.6,2.6,23,3.1,1.5,1,0,2,0.1,2.7,7,7.0,6,8
1020,MECH,3,Hosteller,10/02/2025,3.0,2.5,4.8,3.5,38,2.1,3.1,0,0,1,0.8,2.1,7,6.0,8,7
1020,MECH,3,Hosteller,2025-02-11,6.5,5.1,7.8,3.1,50,1.8,1.4,1,0,13,1.3,2.5,6,7.0,6,4
1020,MECH,3,Hosteller,12/02/2025,4.0,4.6,2.4,2.4,29,4.1,2.5,1,1,4,2.5,1.4,7,7.0,8,5
1020,MECH,3,Hosteller,13/02/2025,7.3,2.1,5.8,2.1,0,1.4,0.8,0,1,7,1.9,2.3,4,9.0,7,5
1020,MECH,3,Hosteller,02/14/2025,6.7,6.4,7.1,4.6,29,3.1,2.0,2,0,14,1.2,4.7,7,3.0,8,8
1020,MECH,3,Hosteller,15/02/2025,6.9,4.9,12.4,0.0,0,3.2,1.5,0,0,1,2.2,1.4,5,5.0,8,8
1020,MECH,3,Hosteller,02/16/2025,4.6,6.1,4.1,4.1,38,3.2,2.2,2,2,2,0.0,2.0,9,7.0,10,7
1020,MECH,3,Hosteller,17/02/2025,3.9,3.7,3.2,3.2,4,4.0,0.8,0,0,14,1.0,1.2,6,3.0,10,5
1020,MECH,3,Hosteller,18-02-2025,7.3,4.2,3.5,2.2,0,2.8,1.0,0,1,5,1.8,0.9,7,8.0,5,6
1020,MECH,3,Hosteller,2025-02-19,6.5,7.2,6.0,3.4,18,2.7,2.1,0,2,7,1.9,0.8,7,6.0,8,4
1020,MECH,3,Hosteller,20/02/2025,6.4,6.0,6.8,2.0,15,2.7,2.3,0,1,4,0.0,2.0,10,1.0,8,4
1020,MECH,3,Hosteller,02/21/2025,6.0,2.5,2.5,2.5,29,5.2,1.7,0,1,7,0.0,1.7,4,8.0,6,6
1020,MECH,3,Hosteller,02/22/2025,6.7,6.8,5.9,3.2,18,1.8,2.5,1,2,3,2.7,2.6,8,5.0,8,4
1020,MECH,3,Hosteller,2025-02-23,6.5,5.1,7.4,1.7,12,3.8,2.6,2,0,9,2.0,1.7,6,6.0,7,8
1020,MECH,3,Hosteller,2025-02-24,6.6,8.0,7.4,2.4,52,3.1,2.3,2,0,2,2.0,2.3,7,7.0,7,6
1020,MECH,3,Hosteller,02/25/2025,7.0,1.0,6.7,6.3,23,5.0,2.4,1,0,1,1.8,1.0,4,6.0,6,10
1020,MECH,3,Hosteller,26/02/2025,5.5,3.7,4.9,4.9,19,2.9,3.1,1,0,12,2.1,3.6,5,,5,8
1020,MECH,3,Hosteller,27-02-2025,5.9,7.1,5.5,3.1,0,3.4,1.1,0,0,12,2.8,1.6,6,4.0,10,6
1020,MECH,3,Hosteller,2025-02-28,7.9,4.5,6.2,3.2,56,1.9,2.7,0,0,8,0.0,2.1,5,7.0,7,8
1020,MECH,3,Hosteller,01/03/2025,5.4,7.0,6.2,2.5,27,3.2,2.5,1,0,13,0.6,3.1,8,4.0,8,6
1020,MECH,3,Hosteller,02/03/2025,7.4,5.0,4.5,1.3,37,2.7,0.2,0,0,13,0.3,2.0,6,9.0,4,5
1020,MECH,3,Hosteller,03/03/2025,7.8,6.7,7.0,3.9,7,3.5,0.9,1,0,8,1.2,0.9,7,6.0,7,6
1020,MECH,3,Hosteller,04-03-2025,6.2,4.9,7.0,0.5,26,5.0,1.7,0,0,9,1.5,2.2,9,4.0,7,5
1020,MECH,3,Hosteller,03/05/2025,6.6,7.9,7.3,4.0,7,4.4,1.2,2,1,7,2.4,3.7,9,4.0,6,9
1020,MECH,3,Hosteller,06/03/2025,5.0,6.9,6.9,2.1,32,4.2,2.0,1,1,1,2.0,2.3,7,3.0,8,7
1020,MECH,3,Hosteller,2025-03-07,5.7,5.7,3.3,2.1,77,1.8,1.5,1,1,14,0.7,2.0,7,5.0,9,6
1020,MECH,3,Hosteller,08-03-2025,7.6,3.9,2.9,2.8,68,0.8,0.7,1,1,8,2.3,1.4,7,8.0,8,4
1020,MECH,3,Hosteller,09/03/2025,7.4,2.9,7.1,2.9,31,4.0,1.5,2,1,1,2.0,4.4,8,4.0,6,8
1020,MECH,3,Hosteller,10-03-2025,5.1,3.9,5.9,2.8,30,4.2,1.2,2,2,2,2.3,2.6,9,9.0,9,6
1020,MECH,3,Hosteller,11-03-2025,5.8,8.3,3.1,1.6,0,2.1,0.5,0,1,3,0.6,2.6,8,5.0,8,5
1020,MECH,3,Hosteller,2025-03-12,,4.1,9.9,4.6,40,,2.1,3,0,2,1.8,2.4,9,,6,6
1020,MECH,3,Hosteller,2025-03-13,6.8,5.5,5.2,2.6,36,4.4,4.0,2,0,6,3.0,1.4,8,5.0,6,6
1020,MECH,3,Hosteller,14/03/2025,6.4,5.4,7.5,1.1,47,4.7,2.0,2,0,10,3.8,1.7,5,7.0,7,5
1020,MECH,3,Hosteller,15-03-2025,7.7,8.1,5.5,1.9,56,5.8,2.3,1,0,3,1.4,0.9,7,8.0,8,8
1020,MECH,3,Hosteller,03/16/2025,7.8,6.4,6.7,3.1,17,2.0,1.2,1,0,13,1.2,2.6,7,7.0,7,7
1020,MECH,3,Hosteller,2025-03-17,6.8,7.1,6.0,4.1,66,4.6,2.2,1,0,5,2.4,1.2,10,4.0,7,10
1020,MECH,3,Hosteller,18/03/2025,,5.9,4.4,4.1,7,,2.3,1,0,1,2.2,0.1,8,,10,4
1020,MECH,3,Hosteller,19/03/2025,8.2,7.9,4.8,2.5,41,4.3,1.6,2,0,8,2.6,0.7,9,7.0,6,3
1020,MECH,3,Hosteller,03/20/2025,7.8,5.8,7.0,3.1,74,4.3,1.9,3,1,8,2.6,2.4,10,3.0,5,7
1020,MECH,3,Hosteller,03/21/2025,7.9,8.9,4.8,0.6,59,5.5,2.4,0,0,13,1.3,2.0,9,6.0,6,7
1020,MECH,3,Hosteller,22/03/2025,6.9,6.3,6.0,4.9,40,4.1,2.5,3,2,8,0.4,1.4,8,7.0,6,8
1020,MECH,3,Hosteller,2025-03-23,4.9,3.4,3.8,1.9,23,5.3,1.4,2,0,14,1.2,3.2,8,7.0,7,8
1020,MECH,3,Hosteller,24/03/2025,5.6,7.1,7.4,2.1,63,2.2,1.9,0,1,12,0.3,4.5,7,6.0,8,8
1020,MECH,3,Hosteller,25/03/2025,8.1,7.2,7.8,0.4,31,1.8,1.5,4,2,1,2.5,0.8,10,7.0,6,6
1020,MECH,3,Hosteller,26-03-2025,6.7,7.8,6.4,3.1,11,6.0,0.0,2,0,2,0.8,3.2,6,5.0,7,7
1020,MECH,3,Hosteller,2025-03-27,6.5,5.8,7.9,3.4,26,3.6,1.5,4,4,9,2.0,1.1,10,5.0,8,5
1020,MECH,3,Hosteller,2025-03-28,5.8,10.1,3.3,3.3,0,6.0,0.9,1,3,14,1.7,3.4,10,3.0,7,6
1020,MECH,3,Hosteller,2025-03-29,7.0,7.5,4.6,3.6,43,4.6,1.5,4,2,9,1.9,4.1,8,5.0,8,6
1020,MECH,3,Hosteller,03/30/2025,5.5,8.1,7.2,1.4,33,4.6,1.9,2,3,12,2.6,1.4,10,3.0,10,5
1020,MECH,3,Hosteller,03/31/2025,6.4,7.8,6.6,5.0,18,2.7,2.5,1,1,13,1.0,0.3,10,5.0,9,3
1021,EEE,2,Hosteller,01/01/2025,6.3,5.5,6.6,1.1,46,2.7,0.0,1,1,14,1.7,1.8,8,5.0,8,6
1021,EEE,2,Hosteller,02/01/2025,8.0,4.3,3.8,3.2,28,3.5,1.9,0,2,4,0.7,0.0,8,6.0,6,4
1021,EEE,2,Hosteller,03/01/2025,4.7,6.0,6.0,1.7,0,6.0,3.6,1,0,10,0.4,2.6,6,5.0,5,9
1021,EEE,2,Hosteller,04/01/2025,7.9,3.1,6.2,3.8,51,3.8,1.9,2,0,9,0.0,2.9,6,5.0,6,8
1021,EEE,2,Hosteller,05-01-2025,6.3,3.7,4.8,3.9,80,5.2,1.8,1,2,0,2.8,3.0,10,6.0,5,6
1021,EEE,2,Hosteller,06/01/2025,,3.5,6.3,0.8,39,,0.1,2,0,4,0.0,2.4,8,,5,6
1021,EEE,2,Hosteller,07/01/2025,8.1,2.0,5.1,4.7,15,2.9,1.9,1,0,2,3.8,3.1,5,7.0,5,5
1021,EEE,2,Hosteller,08/01/2025,5.7,3.9,4.4,4.0,20,3.3,1.7,2,2,0,0.3,2.2,7,7.0,6,9
1021,EEE,2,Hosteller,01/09/2025,7.8,5.9,5.7,2.0,21,3.2,3.2,0,0,14,0.2,3.3,9,5.0,6,7
1021,EEE,2,Hosteller,10-01-2025,7.1,5.9,6.9,3.4,45,0.8,1.8,3,0,11,2.7,1.8,7,6.0,7,5
1021,EEE,2,Hosteller,11/01/2025,6.0,0.0,6.8,3.1,37,0.4,0.7,2,1,0,2.7,4.3,7,6.0,6,6
1021,EEE,2,Hosteller,01/12/2025,6.9,5.9,5.3,0.0,39,6.0,1.5,1,1,14,3.2,3.0,9,5.0,15,7
1021,EEE,2,Hosteller,01/13/2025,6.4,4.0,6.5,1.2,46,2.2,1.6,0,1,14,1.8,0.5,6,7.0,4,6
1021,EEE,2,Hosteller,01/14/2025,9.0,3.3,8.1,0.7,30,3.6,2.4,0,0,0,0.0,2.5,5,9.0,5,8
1021,EEE,2,Hosteller,01/15/2025,5.4,4.9,6.4,2.2,54,4.7,3.4,0,2,13,2.2,1.6,6,7.0,10,8
1021,EEE,2,Hosteller,01/16/2025,5.9,5.2,8.0,3.6,17,5.8,1.9,3,1,4,2.6,2.4,9,3.0,4,7
1021,EEE,2,Hosteller,17/01/2025,3.0,3.4,3.2,2.4,36,4.3,1.7,2,1,13,0.2,1.8,7,8.0,10,7
1021,EEE,2,Hosteller,2025-01-18,5.8,5.4,5.5,4.5,25,4.8,0.9,1,0,13,0.3,2.3,7,3.0,5,6
1021,EEE,2,Hosteller,19-01-2025,5.0,4.3,6.7,2.4,39,2.1,2.2,0,1,13,1.4,0.3,5,5.0,9,7
1021,EEE,2,Hosteller,01/20/2025,4.1,5.8,7.3,3.1,20,1.8,1.8,0,0,2,0.2,1.3,8,8.0,6,7
1021,EEE,2,Hosteller,21/01/2025,7.6,5.2,5.1,2.0,0,3.6,1.5,2,0,11,0.8,1.4,10/10,4.0,7,7
1021,EEE,2,Hosteller,01/22/2025,7.2,2.9,7.3,2.6,9,3.5,1.6,2,0,12,3.1,3.3,7,5.0,5,4
1021,EEE,2,Hosteller,23/01/2025,7.4,4.0,6.8,0.4,39,5.1,0.4,3,1,4,1.9,3.5,8,6.0,6,6
1021,EEE,2,Hosteller,2025-01-24,7.1,3.2,5.6,3.7,71,0.4,3.4,2,1,9,0.8,0.0,7,4.0,7,6
1021,EEE,2,Hosteller,25/01/2025,6.1,4.2,5.3,1.9,16,4.6,1.3,0,1,3,1.7,2.2,8,5.0,5,6
1021,EEE,2,Hosteller,26/01/2025,5.2,3.5,5.8,2.2,82,4.3,3.4,2,1,3,2.9,1.8,7,6.0,9,9
1021,EEE,2,Hosteller,27/01/2025,9.0,1.4,4.2,2.2,51,3.8,1.3,1,1,11,0.4,0.5,7,6.0,3,6
1021,EEE,2,Hosteller,01/28/2025,6.6,4.4,4.2,3.4,54,3.1,2.3,3,1,12,2.7,1.4,9,6.0,8,7
1021,EEE,2,Hosteller,2025-01-29,5.7,8.4,1.2,1.2,3,6.0,1.7,0,0,13,0.6,2.8,8,7.0,9,6
1021,EEE,2,Hosteller,30-01-2025,7.5,1.4,5.6,1.4,59,2.8,0.7,2,2,8,2.9,0.4,8,8.0,4,6
1021,EEE,2,Hosteller,01/31/2025,4.7,5.9,1.4,1.4,30,1.5,3.6,0,0,1,0.8,2.7,8/10,6.0,8,7
1021,EEE,2,Hosteller,01/02/2025,4.6,4.3,4.7,0.9,34,5.0,1.8,3,1,11,1.2,0.3,8,4.0,9,7
1021,EEE,2,Hosteller,2025-02-02,5.9,5.9,6.2,5.2,31,1.2,1.6,1,1,2,0.9,4.1,8,6.0,9,6
1021,EEE,2,Hosteller,03-02-2025,6.7,5.0,5.7,4.5,42,3.7,2.5,3,0,2,1.9,2.1,9,,8,4
1021,EEE,2,Hosteller,04-02-2025,5.9,3.4,4.8,3.8,24,2.5,1.5,0,0,14,0.0,1.8,7,7.0,8,8
1021,EEE,2,Hosteller,2025-02-05,,4.5,5.9,0.2,5,,1.7,3,3,13,2.6,1.9,10,,6,4
1021,EEE,2,Hosteller,2025-02-06,6.0,5.0,10.0,3.3,34,2.2,0.4,3,2,3,1.4,1.3,10,6.0,4,6
1021,EEE,2,Hosteller,2025-02-07,5.2,4.8,4.1,3.8,33,5.7,0.6,1,2,7,1.3,0.9,7,8.0,5,8
1021,EEE,2,Hosteller,02/08/2025,3.7,7.8,6.0,3.1,0,5.5,2.0,2,0,14,2.6,1.4,9,6.0,10,8
1021,EEE,2,Hosteller,09-02-2025,4.3,6.9,7.9,2.4,36,3.3,2.3,1,0,11,0.0,2.9,8,,7,3
1021,EEE,2,Hosteller,02/10/2025,6.3,4.1,7.2,1.9,43,4.5,0.0,2,3,4,1.4,2.5,9,7.0,5,8
1021,EEE,2,Hosteller,11/02/2025,6.8,0.0,5.9,2.5,17,4.6,2.4,1,0,13,0.1,3.5,3,9.0,6,7
1021,EEE,2,Hosteller,12/02/2025,6.9,7.7,8.3,3.0,54,3.3,0.9,1,1,8,1.0,3.2,9,6.0,5,6
1021,EEE,2,Hosteller,2025-02-13,5.6,3.8,6.1,0.0,37,4.4,2.2,2,1,10,2.2,1.8,6,3.0,9,7
1021,EEE,2,Hosteller,2025-02-14,4.5,5.3,3.4,3.4,11,3.5,1.9,1,1,10,0.8,2.0,8,4.0,10,6
1021,EEE,2,Hosteller,02/15/2025,4.3,4.1,6.8,2.2,38,3.2,0.8,0,1,3,3.1,3.8,7,5.0,8,9
1021,EEE,2,Hosteller,16/02/2025,5.8,6.2,2.6,2.6,28,4.3,1.3,0,2,7,1.3,2.7,9,4.0,5,7
1021,EEE,2,Hosteller,17/02/2025,9.0,4.5,5.6,4.6,54,3.1,0.9,3,0,2,1.0,3.3,8,9.0,3,5
1021,EEE,2,Hosteller,02/18/2025,7.9,6.0,6.0,4.6,7,4.6,1.4,0,1,9,1.3,2.4,5,8.0,7,5
1021,EEE,2,Hosteller,19-02-2025,6.1,7.8,2.5,2.5,9,1.8,3.1,1,1,5,1.7,3.6,9,5.0,8,8
1021,EEE,2,Hosteller,02/20/2025,4.3,4.7,7.0,3.1,21,4.2,1.9,1,0,13,0.0,3.0,8,5.0,10,6
1021,EEE,2,Hosteller,2025-02-21,6.6,2.8,4.1,3.3,33,4.3,2.4,2,2,11,1.2,4.4,8,,7,6
