student_id,department,year_of_study,residence_type,record_date,sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,class_attendance_hours,break_hours,assignments_due_count,tests_upcoming_count,submission_deadline_proximity,lab_hours,project_work_hours,stress_level,mood_score,fatigue_level,motivation_score,sleep_deficit,workload_index,distraction_ratio,recovery_balance,deadline_pressure_score,sleep_deficit_scaled,workload_index_scaled,distraction_ratio_scaled,recovery_balance_scaled,deadline_pressure_scaled,attendance_scaled,motivation_scaled,fatigue_scaled,stress_scaled,mood_scaled,productivity_score,burnout_risk_score,burnout_category,burnout_level_detailed,primary_trigger,suggested_action,academic_performance_index
1038,DS,1,Day Scholar,2025-01-01,7.7,7.2,4.5,2.5,32,3.7,1.5,2,3,11,0.6,2.0,9.0,4.0,6,6,0.3,11.65,0.56,4.31,2,5.9999999999999964,60.36276340357429,55.55555555555556,69.73684210526318,0.0,61.66666666666667,55.55555555555556,55.55555555555556,88.88888888888889,33.33333333333333,31.77,34.54,Low,Low,,,28.64
1038,DS,1,Day Scholar,2025-01-02,9.0,8.0,6.5,1.1,37,1.6,0.7,1,1,1,2.0,2.7,10.0,8.0,4,6,0.0,6.74,0.17,4.82,10,0.0,34.16911176313685,16.923076923076923,83.28947368421052,100.0,26.666666666666668,55.55555555555556,33.33333333333333,100.0,77.77777777777779,35.41,31.6,Low,Low,,,23.68
1038,DS,1,Day Scholar,2025-01-03,5.3,4.3,7.7,1.3,34,3.1,1.1,2,1,1,2.7,0.2,8.0,4.0,6,7,2.7,6.74,0.17,3.04,10,54.0,34.14243798346226,16.883116883116884,36.315789473684205,100.0,51.66666666666667,66.66666666666666,55.55555555555556,77.77777777777779,33.33333333333333,26.37,45.87,Moderate,Moderate,,,25.34
1038,DS,1,Day Scholar,2025-01-04,6.5,4.0,6.5,3.9,50,3.8,0.9,3,2,9,2.8,3.0,9.0,6.0,10,8,1.5,10.72,0.6,3.68,4,30.0,55.40144038410243,60.0,53.1578947368421,25.0,63.33333333333333,77.77777777777779,100.0,88.88888888888889,55.55555555555556,23.3,48.01,Moderate,Moderate,,,24.74
1038,DS,1,Day Scholar,2025-05-01,6.1,1.3,3.1,3.1,57,1.0,1.8,1,0,12,1.1,2.5,4.0,10.0,6,6,1.9,2.56,1.0,3.7,2,38.00000000000001,11.843158175513473,100.0,53.55263157894736,0.0,16.666666666666664,55.55555555555556,55.55555555555556,33.33333333333333,100.0,9.36,22.63,Low,Low,,,10.74
1038,DS,1,Day Scholar,2025-06-01,6.0,3.7,4.4,0.5,42,3.1,1.5,0,1,0,0.0,3.1,6.0,6.0,10,8,2.0,3.73,0.11,3.51,10,40.0,18.111496399039748,11.363636363636363,48.68421052631578,100.0,51.66666666666667,77.77777777777779,100.0,55.55555555555556,55.55555555555556,26.24,41.05,Moderate,Moderate,,,23.55
1038,DS,1,Day Scholar,2025-01-07,5.4,3.5,7.6,2.5,16,6.0,2.1,3,1,2,2.3,3.3,7.0,8.0,10,7,2.6,8.56,0.33,3.2,10,51.99999999999999,43.85169378500934,32.89473684210527,40.526315789473685,100.0,100.0,66.66666666666666,100.0,66.66666666666666,77.77777777777779,28.79,50.69,Moderate,Moderate,,,33.34
1038,DS,1,Day Scholar,2025-01-08,5.0,5.8,6.8,2.3,49,5.5,2.2,5,1,14,2.1,2.3,9.0,5.0,10,4,3.0,12.02,0.34,3.18,2,60.0,62.30994931981863,33.8235294117647,40.13157894736842,0.0,91.66666666666666,33.33333333333333,100.0,88.88888888888889,44.44444444444444,23.92,51.22,Moderate,Moderate,,,22.83
1038,DS,1,Day Scholar,2025-09-01,6.0,3.6,5.5,1.6,23,1.7,2.1,2,1,10,2.4,0.5,6.0,9.0,7,7,2.0,6.54,0.29,3.54,4,40.0,33.10216057615364,29.090909090909093,49.3421052631579,25.0,28.333333333333332,66.66666666666666,66.66666666666666,55.55555555555556,88.88888888888889,20.36,30.31,Low,Low,,,17.84
1038,DS,1,Day Scholar,2025-01-10,6.3,4.8,6.2,5.0,56,4.1,2.4,2,1,4,0.9,1.2,7.0,8.0,7,6,1.7,6.82,0.81,3.91,7,34.0,34.569218458255534,80.64516129032258,59.210526315789465,62.5,68.33333333333333,55.55555555555556,66.66666666666666,66.66666666666666,77.77777777777779,25.81,39.39,Low,Low,,,26.62
1038,DS,1,Day Scholar,2025-01-11,8.4,5.2,4.6,4.6,53,2.5,2.1,3,0,11,1.8,2.7,9.0,4.0,4,6,0.0,6.87,1.0,4.88,2,0.0,34.86263003467592,100.0,84.86842105263158,0.0,41.66666666666667,55.55555555555556,33.33333333333333,88.88888888888889,33.33333333333333,26.82,28.23,Low,Low,,,24.76
1038,DS,1,Day Scholar,2025-12-01,6.0,5.1,8.1,3.9,34,2.5,1.7,1,1,14,2.2,2.8,8.0,3.0,5,6,2.0,5.92,0.48,3.51,2,40.0,29.794611896505742,48.14814814814815,48.68421052631578,0.0,41.66666666666667,55.55555555555556,44.44444444444444,77.77777777777779,22.22222222222222,24.6,33.08,Low,Low,,,22.39
1038,DS,1,Day Scholar,2025-01-13,7.0,5.3,5.7,1.4,13,1.1,1.8,0,0,9,4.0,1.8,6.0,4.0,7,5,1.0,2.55,0.25,3.92,4,20.0,11.816484395838891,24.561403508771928,59.605263157894726,25.0,18.333333333333336,44.44444444444444,66.66666666666666,55.55555555555556,33.33333333333333,20.87,25.1,Low,Low,,,11.6
1038,DS,1,Day Scholar,2025-01-14,5.7,6.1,6.7,2.6,44,6.0,2.4,1,1,8,0.7,2.8,7.0,5.0,8,8,2.3,5.99,0.39,3.55,4,46.0,30.19471859162443,38.80597014925373,49.73684210526315,25.0,100.0,77.77777777777779,77.77777777777779,66.66666666666666,44.44444444444444,39.65,37.83,Low,Low,,,42.87
1038,DS,1,Day Scholar,2025-01-15,7.6,3.3,4.6,3.8,42,4.2,0.9,0,0,7,1.1,2.7,9.0,4.0,8,6,0.4,1.69,0.83,4.19,4,8.000000000000007,7.255268071485729,82.6086956521739,66.57894736842105,25.0,70.0,55.55555555555556,77.77777777777779,88.88888888888889,33.33333333333333,25.14,34.86,Low,Low,,,26.15
1038,DS,1,Day Scholar,2025-01-16,8.7,5.6,5.1,3.0,5,5.0,2.9,3,1,6,2.4,2.1,7.0,7.0,7,7,0.0,8.96,0.59,4.96,4,0.0,46.01226993865031,58.82352941176471,86.71052631578947,25.0,83.33333333333334,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,37.35,28.3,Low,Low,,,37.74
1038,DS,1,Day Scholar,2025-01-17,9.0,6.1,8.3,1.7,15,5.4,1.4,1,1,8,0.2,1.6,9.0,4.0,3,9,0.0,5.68,0.2,4.86,4,0.0,28.5142704721259,20.48192771084337,84.07894736842107,25.0,90.0,88.88888888888889,22.22222222222222,88.88888888888889,33.33333333333333,51.94,21.64,Low,Low,,,54.07
1038,DS,1,Day Scholar,2025-01-18,5.0,4.7,6.1,3.5,6,4.0,0.5,1,1,0,0.0,1.4,8.0,6.0,7,9,3.0,5.19,0.57,2.63,10,60.0,25.900240064017073,57.37704918032788,25.52631578947368,100.0,66.66666666666666,88.88888888888889,66.66666666666666,77.77777777777779,55.55555555555556,28.71,50.34,Moderate,Moderate,,,32.79
1038,DS,1,Day Scholar,2025-01-19,5.3,1.6,7.7,3.8,45,6.0,2.2,2,3,11,1.6,2.0,8.0,5.0,7,8,2.7,10.12,0.49,3.32,2,54.0,52.20058682315285,49.35064935064935,43.55263157894736,0.0,100.0,77.77777777777779,66.66666666666666,77.77777777777779,44.44444444444444,29.2,42.0,Moderate,Moderate,,,39.91
1038,DS,1,Day Scholar,2025-01-20,5.9,5.0,6.9,2.0,23,1.9,2.1,3,2,1,1.7,4.8,10.0,2.0,6,8,2.1,11.22,0.29,3.49,10,41.99999999999999,58.042144571885835,28.985507246376812,48.02631578947369,100.0,31.666666666666664,77.77777777777779,55.55555555555556,100.0,11.11111111111111,24.77,53.24,Moderate,Moderate,,,21.26
1038,DS,1,Day Scholar,2025-01-21,5.9,3.5,6.0,3.2,38,4.1,2.3,1,2,5,1.4,3.7,7.0,6.0,10,6,2.1,7.5,0.53,3.6,7,41.99999999999999,38.22352627367299,53.333333333333336,51.05263157894737,62.5,68.33333333333333,55.55555555555556,100.0,66.66666666666666,55.55555555555556,20.8,46.24,Moderate,Moderate,,,20.85
1038,DS,1,Day Scholar,2025-01-22,7.0,5.3,2.9,1.4,23,2.6,2.3,1,0,6,1.1,0.6,7.0,4.0,5,6,1.0,3.38,0.48,4.08,4,20.0,16.217658042144574,48.275862068965516,63.55263157894737,25.0,43.333333333333336,55.55555555555556,44.44444444444444,66.66666666666666,33.33333333333333,28.47,26.05,Low,Low,,,24.86
1038,DS,1,Day Scholar,2025-01-23,7.3,4.7,7.0,2.3,34,1.3,3.6,2,0,10,1.9,1.9,7.0,5.0,8,5,0.7,5.07,0.33,4.54,4,14.000000000000004,25.286743131501733,32.857142857142854,75.78947368421053,25.0,21.666666666666668,44.44444444444444,77.77777777777779,66.66666666666666,44.44444444444444,20.14,29.05,Low,Low,,,10.67
1038,DS,1,Day Scholar,2025-01-24,7.4,1.6,5.9,3.0,38,4.0,3.4,1,2,5,2.5,4.7,9.0,3.0,7,8,0.6,7.3,0.51,4.57,7,11.999999999999993,37.1299013070152,50.847457627118644,76.57894736842105,62.5,66.66666666666666,77.77777777777779,66.66666666666666,88.88888888888889,22.22222222222222,28.42,39.51,Low,Low,,,31.55
1038,DS,1,Day Scholar,2025-01-25,7.6,2.2,5.0,2.5,22,2.3,1.6,4,0,1,1.4,3.0,7.0,4.0,6,4,0.4,7.47,0.5,4.23,10,8.000000000000007,38.063483595625506,50.0,67.63157894736842,100.0,38.33333333333333,33.33333333333333,55.55555555555556,66.66666666666666,33.33333333333333,15.62,36.6,Low,Low,,,12.5
1038,DS,1,Day Scholar,2025-01-26,7.8,3.4,6.2,0.0,22,1.6,1.3,3,0,12,1.8,1.2,5.0,4.0,4,8,0.2,6.03,0.0,4.27,2,4.0000000000000036,30.3814350493465,0.0,68.68421052631581,0.0,26.666666666666668,77.77777777777779,33.33333333333333,44.44444444444444,33.33333333333333,30.41,12.6,Low,Very Low,,,28.27
1038,DS,1,Day Scholar,2025-01-27,6.2,4.3,4.5,1.7,49,5.0,1.9,3,1,10,1.0,1.7,9.0,5.0,7,7,1.8,8.28,0.38,3.72,4,36.0,42.38463590290745,37.77777777777778,54.34210526315789,25.0,83.33333333333334,66.66666666666666,66.66666666666666,88.88888888888889,44.44444444444444,32.05,40.3,Moderate,Moderate,,,34.69
1038,DS,1,Day Scholar,2025-01-28,6.2,4.8,9.9,3.8,44,3.8,0.7,0,0,2,2.7,2.9,7.0,6.0,7,8,1.8,2.42,0.38,3.46,10,36.0,11.149639903974395,38.38383838383838,47.368421052631575,100.0,63.33333333333333,77.77777777777779,66.66666666666666,66.66666666666666,55.55555555555556,32.05,38.41,Low,Low,,,32.1
1038,DS,1,Day Scholar,2025-01-29,7.4,3.0,2.2,1.4,32,3.0,1.7,0,1,6,0.2,2.5,6.0,5.0,5,8,0.6,3.43,0.64,4.2,4,11.999999999999993,16.511069618564953,63.636363636363626,66.8421052631579,25.0,50.0,77.77777777777779,44.44444444444444,55.55555555555556,44.44444444444444,28.84,22.93,Low,Low,,,31.41
1038,DS,1,Day Scholar,2025-01-30,5.5,5.7,7.1,3.5,75,3.8,1.5,1,2,4,0.0,1.2,8.0,5.0,7,5,2.5,7.45,0.49,3.42,7,50.0,37.95678847692719,49.29577464788733,46.44736842105262,62.5,63.33333333333333,44.44444444444444,66.66666666666666,77.77777777777779,44.44444444444444,24.82,45.05,Moderate,Moderate,,,22.24
1038,DS,1,Day Scholar,2025-01-31,8.2,1.4,4.6,3.5,18,4.1,1.5,3,0,14,1.9,1.0,5.0,10.0,3,7,0.0,5.4,0.76,4.49,2,0.0,27.04721259002401,76.08695652173914,74.4736842105263,0.0,68.33333333333333,66.66666666666666,22.22222222222222,44.44444444444444,100.0,29.2,11.9,Low,Very Low,,,37.23
1038,DS,1,Day Scholar,2025-02-01,6.2,2.2,4.7,2.2,30,4.0,0.1,1,3,10,2.5,0.8,9.0,1.0,7,6,1.8,8.7,0.47,3.27,4,36.0,44.59855961589758,46.808510638297875,42.368421052631575,25.0,66.66666666666666,55.55555555555556,66.66666666666666,88.88888888888889,0.0,20.19,44.56,Moderate,Moderate,,,23.72
1038,DS,1,Day Scholar,2025-02-02,8.0,6.9,6.0,2.0,65,2.4,2.4,0,2,7,0.0,2.3,8.0,8.0,5,6,0.0,6.53,0.33,4.81,4,0.0,33.04881301680449,33.33333333333333,82.76315789473686,25.0,40.0,55.55555555555556,44.44444444444444,77.77777777777779,77.77777777777779,33.64,22.61,Low,Low,,,26.18
1038,DS,1,Day Scholar,2025-03-02,6.4,5.2,11.7,1.3,14,1.0,0.4,3,1,14,1.0,0.7,9.0,6.0,7,5,1.6,8.35,0.11,3.35,2,31.999999999999996,42.75806881835156,11.111111111111112,44.473684210526315,0.0,16.666666666666664,44.44444444444444,66.66666666666666,88.88888888888889,55.55555555555556,16.99,35.28,Low,Low,,,8.81
1038,DS,1,Day Scholar,2025-02-04,6.4,4.5,5.6,1.3,6,3.7,1.2,0,0,11,2.1,2.2,6.0,7.0,4,4,1.6,2.1,0.23,3.47,2,31.999999999999996,9.442518004801281,23.21428571428572,47.631578947368425,0.0,61.66666666666667,33.33333333333333,33.33333333333333,55.55555555555556,66.66666666666666,27.88,18.11,Low,Very Low,,,26.7
1038,DS,1,Day Scholar,2025-02-05,5.5,4.8,6.5,4.2,62,1.8,1.7,2,0,2,2.1,1.3,8.0,6.0,7,4,2.5,5.01,0.65,3.4,10,50.0,24.966657775406777,64.61538461538461,45.78947368421053,100.0,30.0,33.33333333333333,66.66666666666666,77.77777777777779,55.55555555555556,14.08,47.45,Moderate,Moderate,,,7.69
1038,DS,1,Day Scholar,2025-02-06,6.2,3.6,4.4,3.5,29,2.8,1.3,0,0,3,1.0,2.7,5.0,4.0,7,6,1.8,1.77,0.8,3.51,7,36.0,7.65537476660443,79.54545454545455,48.55263157894738,62.5,46.666666666666664,55.55555555555556,66.66666666666666,44.44444444444444,33.33333333333333,19.65,33.96,Low,Low,,,19.59
1038,DS,1,Day Scholar,2025-02-07,6.8,3.2,7.3,4.8,16,4.9,1.5,1,0,11,0.0,0.3,5.0,8.0,6,7,1.2,2.52,0.66,3.78,2,24.000000000000004,11.656441717791413,65.75342465753424,55.789473684210535,0.0,81.66666666666667,66.66666666666666,55.55555555555556,44.44444444444444,77.77777777777779,30.94,20.63,Low,Low,,,36.96
1038,DS,1,Day Scholar,2025-08-02,5.3,6.7,5.7,3.3,19,5.0,0.7,1,0,7,0.3,3.2,7.0,8.0,8,5,2.7,4.2,0.58,2.88,4,54.0,20.592157908775675,57.89473684210525,32.236842105263165,25.0,83.33333333333334,44.44444444444444,77.77777777777779,66.66666666666666,77.77777777777779,27.93,38.92,Low,Low,,,27.83
1038,DS,1,Day Scholar,2025-02-09,5.0,3.8,2.6,2.6,29,6.0,1.0,1,2,1,1.3,0.3,7.0,7.0,8,4,3.0,6.9,1.0,2.84,10,60.0,34.99599893304882,100.0,31.18421052631579,100.0,100.0,33.33333333333333,77.77777777777779,66.66666666666666,66.66666666666666,19.42,53.75,Moderate,Moderate,,,25.31
1038,DS,1,Day Scholar,2025-10-02,6.5,2.0,5.4,2.7,48,4.9,2.7,0,0,7,1.9,1.1,5.0,7.0,6,9,1.5,1.1,0.5,4.03,4,30.0,4.107762069885303,50.0,62.36842105263158,25.0,81.66666666666667,88.88888888888889,55.55555555555556,44.44444444444444,66.66666666666666,35.51,21.71,Low,Low,,,42.9
1038,DS,1,Day Scholar,2025-02-11,3.9,2.4,4.0,1.6,0,5.9,0.1,1,1,0,2.1,0.3,8.0,4.0,10,7,4.1,4.6,0.4,1.97,10,82.0,22.72606028274207,40.0,8.1578947368421,100.0,98.33333333333334,66.66666666666666,100.0,77.77777777777779,33.33333333333333,22.5,60.01,Moderate,Elevated,Fatigue,Recommend temporary workload reduction,29.79
1038,DS,1,Day Scholar,2025-02-12,5.3,5.0,6.5,2.2,42,4.0,4.4,1,0,5,0.6,3.5,7.0,8.0,7,5,2.7,3.79,0.34,3.74,7,54.0,18.431581755134705,33.84615384615385,54.736842105263165,62.5,66.66666666666666,44.44444444444444,66.66666666666666,66.66666666666666,77.77777777777779,28.05,36.82,Low,Low,,,25.02
1038,DS,1,Day Scholar,2025-02-13,6.7,3.2,5.7,2.5,65,3.8,1.8,1,2,5,0.8,2.0,10.0,6.0,6,3,1.3,6.98,0.44,4.04,7,25.999999999999996,35.449453187516674,43.859649122807014,62.5,62.5,63.33333333333333,22.22222222222222,55.55555555555556,100.0,55.55555555555556,20.36,40.96,Moderate,Moderate,,,17.75
1038,DS,1,Day Scholar,2025-02-14,6.5,0.6,4.8,0.7,24,2.7,0.6,1,0,6,1.8,2.3,7.0,5.0,5,8,1.5,2.41,0.15,3.49,4,30.0,11.069618564950655,14.583333333333334,48.15789473684211,25.0,45.0,77.77777777777779,44.44444444444444,66.66666666666666,44.44444444444444,24.94,24.91,Low,Low,,,28.6
1038,DS,1,Day Scholar,2025-02-15,8.2,4.4,3.0,1.9,30,3.2,1.0,1,1,3,0.4,4.0,4.0,6.0,2,7,0.0,5.68,0.63,4.45,7,0.0,28.5142704721259,63.33333333333333,73.42105263157896,62.5,53.333333333333336,66.66666666666666,11.11111111111111,33.33333333333333,55.55555555555556,33.57,15.67,Low,Very Low,,,35.74
1038,DS,1,Day Scholar,2025-02-16,9.0,6.3,6.3,1.6,14,2.5,1.5,0,2,10,1.2,0.7,6.0,6.0,6,7,0.0,6.21,0.25,4.87,4,0.0,31.34169111763137,25.396825396825403,84.47368421052633,25.0,41.66666666666667,66.66666666666666,55.55555555555556,55.55555555555556,55.55555555555556,34.77,20.01,Low,Low,,,28.36
1038,DS,1,Day Scholar,2025-02-17,4.6,5.9,6.0,4.6,33,3.1,1.3,3,0,11,3.3,2.3,9.0,4.0,7,5,3.4,7.22,0.77,2.72,2,68.0,36.75646839157109,76.66666666666666,28.02631578947367,0.0,51.66666666666667,44.44444444444444,66.66666666666666,88.88888888888889,33.33333333333333,17.98,48.11,Moderate,Moderate,,,16.62
1038,DS,1,Day Scholar,2025-02-18,7.0,3.6,4.8,3.6,63,3.4,0.5,5,2,14,1.5,2.2,10.0,7.0,6,6,1.0,13.24,0.75,3.92,2,20.0,68.87169911976528,75.0,59.3421052631579,0.0,56.666666666666664,55.55555555555556,55.55555555555556,100.0,66.66666666666666,20.46,41.23,Moderate,Moderate,,,22.76
1038,DS,1,Day Scholar,2025-02-19,5.8,8.7,4.8,2.1,50,3.5,2.3,2,1,0,0.0,1.1,9.0,3.0,7,8,2.2,7.83,0.44,3.61,10,44.00000000000001,39.98399573219526,43.75000000000001,51.315789473684205,100.0,58.333333333333336,77.77777777777779,66.66666666666666,88.88888888888889,22.22222222222222,36.35,50.61,Moderate,Moderate,,,31.13
1038,DS,1,Day Scholar,2025-02-20,5.2,3.3,7.7,4.5,40,1.5,1.3,0,1,7,3.1,1.2,7.0,6.0,10,6,2.8,3.7,0.58,3.06,4,55.99999999999999,17.924779941317688,58.44155844155844,36.842105263157904,25.0,25.0,55.55555555555556,100.0,66.66666666666666,55.55555555555556,10.65,43.17,Moderate,Moderate,,,6.77
1038,DS,1,Day Scholar,2025-02-21,6.2,3.7,9.1,2.1,40,4.0,2.1,2,1,7,1.0,1.0,6.0,8.0,7,6,1.8,6.46,0.23,3.72,4,36.0,32.67538010136037,23.076923076923077,54.21052631578947,25.0,66.66666666666666,55.55555555555556,66.66666666666666,55.55555555555556,77.77777777777779,27.45,29.25,Low,Low,,,27.79
1038,DS,1,Day Scholar,2025-02-22,8.6,5.4,6.5,2.8,77,6.0,1.6,0,1,3,1.3,0.8,7.0,5.0,3,5,0.0,3.98,0.43,5.0,7,0.0,19.418511603094164,43.07692307692307,88.02631578947368,62.5,100.0,44.44444444444444,22.22222222222222,66.66666666666666,44.44444444444444,44.08,20.43,Low,Low,,,45.05
1038,DS,1,Day Scholar,2025-02-23,8.5,1.6,4.9,2.3,15,2.2,1.5,1,1,0,0.0,0.0,4.0,10.0,5,6,0.0,3.98,0.47,4.62,10,0.0,19.44518538276874,46.938775510204074,78.02631578947368,100.0,36.66666666666667,55.55555555555556,44.44444444444444,33.33333333333333,100.0,22.41,19.4,Low,Very Low,,,21.74
1038,DS,1,Day Scholar,2025-02-24,6.5,6.4,8.2,1.6,13,5.8,0.4,2,0,10,1.3,0.5,6.0,5.0,9,8,1.5,5.22,0.2,3.4,4,30.0,26.033608962389977,19.512195121951223,45.6578947368421,25.0,96.66666666666667,77.77777777777779,88.88888888888889,55.55555555555556,44.44444444444444,39.64,32.78,Low,Low,,,41.43
1038,DS,1,Day Scholar,2025-02-25,7.3,3.7,3.8,2.1,1,5.9,2.3,0,1,14,3.6,0.9,8.0,6.0,4,6,0.7,3.83,0.55,4.11,2,14.000000000000004,18.644971992531346,55.26315789473685,64.60526315789473,0.0,98.33333333333334,55.55555555555556,33.33333333333333,77.77777777777779,55.55555555555556,37.08,22.73,Low,Low,,,43.07
1038,DS,1,Day Scholar,2025-02-26,5.6,3.7,3.3,3.3,12,2.5,1.2,3,1,13,0.8,2.1,8.0,7.0,7,7,2.4,8.15,1.0,3.1,2,48.00000000000001,41.69111763136837,100.0,37.89473684210527,0.0,41.66666666666667,66.66666666666666,66.66666666666666,77.77777777777779,66.66666666666666,15.22,42.69,Moderate,Moderate,,,18.14
1038,DS,1,Day Scholar,2025-02-27,8.2,6.4,6.9,3.1,70,2.8,2.4,4,1,7,2.8,2.9,9.0,6.0,3,5,0.0,10.92,0.45,4.93,4,0.0,56.46839157108563,44.927536231884055,86.05263157894736,25.0,46.666666666666664,44.44444444444444,22.22222222222222,88.88888888888889,55.55555555555556,32.21,26.8,Low,Low,,,26.93
1038,DS,1,Day Scholar,2025-02-28,7.7,5.0,6.1,3.8,45,5.0,1.1,2,2,13,2.5,3.1,6.0,6.0,6,8,0.3,9.5,0.62,4.3,2,5.9999999999999964,48.866364363830364,62.295081967213115,69.34210526315789,0.0,83.33333333333334,77.77777777777779,55.55555555555556,55.55555555555556,55.55555555555556,36.27,25.5,Low,Low,,,40.98
1038,DS,1,Day Scholar,2025-03-01,4.5,3.7,6.6,2.5,35,2.1,1.9,0,1,13,0.9,1.5,8.0,4.0,8,7,3.5,3.54,0.38,2.8,2,70.0,17.12456655108029,37.878787878787875,30.13157894736841,0.0,35.0,66.66666666666666,77.77777777777779,77.77777777777779,33.33333333333333,18.3,41.59,Moderate,Moderate,,,16.55
1038,DS,1,Day Scholar,2025-02-03,7.2,5.4,6.6,2.3,25,3.7,1.3,1,2,1,3.8,3.3,8.0,9.0,5,6,0.8,8.35,0.35,3.99,10,15.999999999999998,42.75806881835156,34.848484848484844,61.184210526315795,100.0,61.66666666666667,55.55555555555556,44.44444444444444,77.77777777777779,88.88888888888889,31.19,35.68,Low,Low,,,29.43
1038,DS,1,Day Scholar,2025-03-03,6.6,7.5,6.5,3.2,41,3.3,1.6,2,3,9,1.8,3.8,10.0,3.0,7,6,1.4,12.28,0.49,3.82,4,28.000000000000007,63.72365964257136,49.23076923076923,56.97368421052632,25.0,54.99999999999999,55.55555555555556,66.66666666666666,100.0,22.22222222222222,28.23,46.39,Moderate,Moderate,,,23.44
1038,DS,1,Day Scholar,2025-03-04,7.4,5.8,6.2,3.5,37,4.1,1.5,1,2,1,3.1,2.5,6.0,8.0,4,6,0.6,8.2,0.56,4.18,10,11.999999999999993,41.98452920778875,56.4516129032258,66.44736842105262,100.0,68.33333333333333,55.55555555555556,33.33333333333333,55.55555555555556,77.77777777777779,33.48,30.51,Low,Low,,,33.53
1038,DS,1,Day Scholar,2025-03-05,6.5,4.7,8.9,3.6,26,3.439635252554188,1.9,2,0,6,2.0,1.8,7.0,6.0,7,7,1.5,5.07,0.4,3.76,4,30.0,25.26006935182716,40.44943820224719,55.263157894736835,25.0,57.327254209236465,66.66666666666666,66.66666666666666,66.66666666666666,55.55555555555556,28.7,31.68,Low,Low,,,27.88
1038,DS,1,Day Scholar,2025-06-03,5.8,3.1,9.3,2.2,54,4.1,3.0,1,1,12,0.9,1.2,9.0,4.0,6,5,2.2,4.8,0.24,3.77,2,44.00000000000001,23.84635902907442,23.655913978494624,55.52631578947368,0.0,68.33333333333333,44.44444444444444,55.55555555555556,88.88888888888889,33.33333333333333,26.56,33.75,Low,Low,,,26.34
1038,DS,1,Day Scholar,2025-03-07,5.9,5.9,5.7,3.3,0,3.4,0.7,1,2,5,1.5,0.3,6.0,5.0,9,5,2.1,7.56,0.58,3.09,7,41.99999999999999,38.51693785009336,57.89473684210525,37.631578947368425,62.5,56.666666666666664,44.44444444444444,88.88888888888889,55.55555555555556,44.44444444444444,19.58,44.28,Moderate,Moderate,,,16.59
1038,DS,1,Day Scholar,2025-03-08,6.5,5.9,6.1,1.9,15,3.2,0.2,1,2,10,2.5,3.6,9.0,6.0,6,6,1.5,8.36,0.31,3.36,4,30.0,42.838090157375305,31.147540983606557,44.86842105263158,25.0,53.333333333333336,55.55555555555556,55.55555555555556,88.88888888888889,55.55555555555556,27.17,37.25,Low,Low,,,24.67
1038,DS,1,Day Scholar,2025-03-09,6.9,4.6,1.0,1.0,20,4.9,1.7,1,1,5,2.1,2.8,5.0,6.0,6,7,1.1,5.76,1.0,3.89,7,21.999999999999993,28.914377167244602,100.0,58.684210526315795,62.5,81.66666666666667,66.66666666666666,55.55555555555556,44.44444444444444,55.55555555555556,29.99,32.92,Low,Low,,,35.4
1038,DS,1,Day Scholar,2025-03-10,6.8,8.7,5.4,2.9,9,1.8,0.9,4,0,12,0.0,0.3,9.0,4.0,6,5,1.2,8.67,0.54,3.62,2,24.000000000000004,44.46519071752467,53.703703703703695,51.71052631578947,0.0,30.0,44.44444444444444,55.55555555555556,88.88888888888889,33.33333333333333,24.74,36.35,Low,Low,,,15.86
1038,DS,1,Day Scholar,2025-03-11,6.3,7.6,9.6,4.9,32,3.8,1.9,1,1,9,0.5,0.0,10.0,7.0,8,5,1.7,5.86,0.51,3.69,4,34.0,29.447852760736204,51.04166666666667,53.421052631578945,25.0,63.33333333333333,44.44444444444444,77.77777777777779,100.0,66.66666666666666,28.69,41.91,Moderate,Moderate,,,22.79
1038,DS,1,Day Scholar,2025-03-12,5.6,8.3,4.3,3.0,38,2.7,0.8,1,1,5,1.5,0.0,8.0,3.0,9,4,2.4,6.22,0.7,3.15,7,48.00000000000001,31.368364897305952,69.76744186046511,39.210526315789465,62.5,45.0,33.33333333333333,88.88888888888889,77.77777777777779,22.22222222222222,19.43,50.54,Moderate,Moderate,,,10.78
1038,DS,1,Day Scholar,2025-03-13,6.9,0.8,5.9,2.2,58,5.9,2.1,1,2,1,0.0,1.5,8.0,7.0,6,9,1.1,6.04,0.37,4.16,10,21.999999999999993,30.434782608695656,37.28813559322034,65.78947368421053,100.0,98.33333333333334,88.88888888888889,55.55555555555556,77.77777777777779,66.66666666666666,36.33,37.44,Low,Low,,,45.78
1038,DS,1,Day Scholar,2025-03-14,5.9,6.7,3.4,0.4,17,3.6,1.2,3,1,2,1.7,2.4,8.0,4.0,8,9,2.1,9.24,0.12,3.28,10,41.99999999999999,47.53267538010136,11.764705882352942,42.50000000000001,100.0,60.0,88.88888888888889,77.77777777777779,77.77777777777779,33.33333333333333,34.61,48.62,Moderate,Moderate,,,32.25
